Name: 斗鱼音乐-秋月剪水, URL: http://epg.112114.xyz/douyu/9588891, Date: 01-19-2024, Resolution: 1920x1080, Response Time: 2536ms
Name: 上视外语, URL: https://live.v1.mk/api/bestv.php?id=icshd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 977ms
Name: 七彩戏剧, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcxjhd8m/8000000/mnf.m3u8, Date: 12-28-2023, Resolution: 1920x1080, Response Time: 1188ms
Name: 七彩戏剧, URL: https://cntv.lat/tv/live.php?auth=231110&id=qcxj, Date: 09-19-2023, Resolution: None, Response Time: 90ms
Name: 七彩戏剧, URL: https://live.goodiptv.club/api/bestv.php?id=qcxjhd8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 227ms
Name: 七彩戏剧, URL: http://php.jdshipin.com:8880/bst.php?id=qcxj, Date: 03-09-2024, Resolution: None, Response Time: 470ms
Name: 七彩戏剧, URL: https://epg.pw/stream/4597a5c2422b837dbfb262e212f032554e6823a4b18f8dbc24e303b5e596a1b7.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 655ms
Name: 七彩戏剧, URL: http://php.jdshipin.com:8880/bst.php?id=qcxjhd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 699ms
Name: 七彩戏剧, URL: https://live.v1.mk/api/bestv.php?id=qcxjhd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 989ms
Name: 上海教育, URL: https://live.v1.mk/api/bestv.php?id=setvhd/8000000, Date: 02-03-2024, Resolution: 3840x2160, Response Time: 1005ms
Name: 上海教育, URL: https://cntv.lat/tv/live.php?auth=231110&id=shjy, Date: 09-19-2023, Resolution: None, Response Time: 104ms
Name: 上海教育, URL: https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000, Date: 06-05-2023, Resolution: None, Response Time: 236ms
Name: 上海教育, URL: https://epg.pw/stream/91dbe729813036326a6c7cd5507f2bdc96675567ce979bbc17f348adaeeacc39.m3u8, Date: 12-26-2023, Resolution: None, Response Time: 278ms
Name: 上海教育, URL: http://php.jdshipin.com:8880/bst.php?id=shjy, Date: 03-09-2024, Resolution: None, Response Time: 282ms
Name: 上海教育, URL: http://php.jdshipin.com:8880/bst.php?id=setvhd/8000000, Date: 03-09-2024, Resolution: None, Response Time: 377ms
Name: 上海教育, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/setvhd/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 837ms
Name: 全纪实, URL: http://php.jdshipin.com:8880/bst.php?id=qjshd/4000000, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 273ms
Name: 全纪实, URL: https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 222ms
Name: 全纪实, URL: https://live.v1.mk/api/bestv.php?id=qjshd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1037ms
Name: 全纪实, URL: https://epg.pw/stream/f951ab49e5198e21e04d633712b6b88d15cd4cbdbfddd0c49d0f1c5ea9b69b31.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1091ms
Name: 生活时尚, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/shss8m/8000000/mnf.m3u8, Date: 12-26-2023, Resolution: 1920x1080, Response Time: 810ms
Name: 生活时尚, URL: https://cntv.lat/tv/live.php?auth=231110&id=shss, Date: 09-19-2023, Resolution: None, Response Time: 139ms
Name: 生活时尚, URL: https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 235ms
Name: 生活时尚, URL: http://php.jdshipin.com:8880/bst.php?id=shsshd/4000000, Date: 03-09-2024, Resolution: None, Response Time: 304ms
Name: 生活时尚, URL: http://php.jdshipin.com:8880/bst.php?id=shss, Date: 03-09-2024, Resolution: None, Response Time: 723ms
Name: 生活时尚, URL: https://live.v1.mk/api/bestv.php?id=shss8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1074ms
Name: 生活时尚, URL: https://epg.pw/stream/f2876354cd43079da5637591a7e3bf83006279b59c0ebcddb61e49f0850f1803.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1121ms
Name: 新视觉, URL: https://live.v1.mk/api/bestv.php?id=xsjhd8m/8000000, Date: 12-02-2023, Resolution: 3840x2160, Response Time: 1008ms
Name: 新视觉, URL: https://cntv.lat/tv/live.php?auth=231110&id=xsj, Date: 03-06-2024, Resolution: 1920x1080, Response Time: 119ms
Name: 新视觉, URL: https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000, Date: 01-08-2024, Resolution: 1920x1080, Response Time: 240ms
Name: 新视觉, URL: http://php.jdshipin.com:8880/bst.php?id=xsjhd/4000000, Date: 03-22-2024, Resolution: 1920x1080, Response Time: 379ms
Name: 新视觉, URL: http://php.jdshipin.com:8880/bst.php?id=xsjhd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 303ms
Name: 新视觉, URL: http://php.jdshipin.com:8880/bst.php?id=xsj, Date: 03-09-2024, Resolution: None, Response Time: 316ms
Name: 游戏风云, URL: https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000, Date: 09-15-2023, Resolution: 1920x1080, Response Time: 210ms
Name: 游戏风云, URL: https://cntv.lat/tv/live.php?auth=231110&id=yxfy, Date: 10-01-2023, Resolution: 1920x1080, Response Time: 224ms
Name: 游戏风云, URL: http://php.jdshipin.com:8880/bst.php?id=yxfyhd/4000000, Date: 03-11-2024, Resolution: 1920x1080, Response Time: 308ms
Name: 游戏风云, URL: http://php.jdshipin.com:8880/bst.php?id=yxfy, Date: 03-09-2024, Resolution: None, Response Time: 362ms
Name: 游戏风云, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/yxfy8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 814ms
Name: 游戏风云, URL: https://live.v1.mk/api/bestv.php?id=yxfy8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1104ms
Name: 热门综艺, URL: https://cntv.lat/tv/live.php?auth=231110&id=rmzy, Date: 09-19-2023, Resolution: None, Response Time: 102ms
Name: 热门综艺, URL: https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 205ms
Name: 热门综艺, URL: http://php.jdshipin.com:8880/bst.php?id=rmzy8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 286ms
Name: 热门综艺, URL: http://php.jdshipin.com:8880/bst.php?id=rmzy, Date: 03-09-2024, Resolution: None, Response Time: 433ms
Name: 热门综艺, URL: https://live.v1.mk/api/bestv.php?id=rmzy8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 933ms
Name: 热门综艺, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/rmzy8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1184ms
Name: 超级体育, URL: https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 238ms
Name: 超级体育, URL: http://php.jdshipin.com:8880/bst.php?id=qcsj8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 275ms
Name: 超级体育, URL: https://live.v1.mk/api/bestv.php?id=qcsj8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 986ms
Name: 超级体育, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcsj8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1231ms
Name: 健康养生, URL: https://cntv.lat/tv/live.php?auth=231110&id=jkys, Date: 09-19-2023, Resolution: None, Response Time: 92ms
Name: 健康养生, URL: https://live.goodiptv.club/api/bestv.php?id=jkys8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 228ms
Name: 健康养生, URL: http://php.jdshipin.com:8880/bst.php?id=jkys8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 437ms
Name: 健康养生, URL: https://live.v1.mk/api/bestv.php?id=jkys8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1038ms
Name: 健康养生, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/jkys8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1166ms
Name: 百变课堂, URL: https://cntv.lat/tv/live.php?auth=231110&id=bbkt, Date: 09-19-2023, Resolution: None, Response Time: 95ms
Name: 百变课堂, URL: https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 216ms
Name: 百变课堂, URL: http://php.jdshipin.com:8880/bst.php?id=bbkt, Date: 03-09-2024, Resolution: None, Response Time: 295ms
Name: 百变课堂, URL: http://php.jdshipin.com:8880/bst.php?id=bbkt8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 306ms
Name: 百变课堂, URL: https://live.v1.mk/api/bestv.php?id=bbkt8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 930ms
Name: 百变课堂, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/bbkt8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1156ms
Name: 看天下精选, URL: https://cntv.lat/tv/live.php?auth=231110&id=ktxjx, Date: 10-03-2023, Resolution: 1920x1080, Response Time: 88ms
Name: 看天下精选, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/ktxjx8m/8000000/mnf.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 1212ms
Name: 看天下精选, URL: https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 208ms
Name: 看天下精选, URL: http://php.jdshipin.com:8880/bst.php?id=ktxjx, Date: 03-09-2024, Resolution: None, Response Time: 555ms
Name: 看天下精选, URL: https://live.v1.mk/api/bestv.php?id=ktxjx8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1045ms
Name: 华语影院, URL: https://live.v1.mk/api/bestv.php?id=hyyy8m/8000000, Date: 03-24-2024, Resolution: 3840x2160, Response Time: 929ms
Name: 华语影院, URL: https://cntv.lat/tv/live.php?auth=231110&id=hyyy, Date: 10-30-2023, Resolution: 1920x1080, Response Time: 89ms
Name: 华语影院, URL: https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000, Date: 12-15-2023, Resolution: 1920x1080, Response Time: 212ms
Name: 华语影院, URL: https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000, Date: 06-05-2023, Resolution: 1920x1080, Response Time: 233ms
Name: 华语影院, URL: http://php.jdshipin.com:8880/bst.php?id=hyyy, Date: 03-16-2024, Resolution: 1920x1080, Response Time: 302ms
Name: 华语影院, URL: http://php.jdshipin.com:8880/bst.php?id=hyyy8m/8000000, Date: 03-16-2024, Resolution: 1920x1080, Response Time: 304ms
Name: 华语影院, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/hyyy8m/8000000/mnf.m3u8, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 1232ms
Name: 华语影院, URL: http://iptva.cn/api/M3u8/Index?id=993&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 547ms
Name: 电竞天堂, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/djtt8m/8000000/mnf.m3u8, Date: 03-12-2024, Resolution: 1920x1080, Response Time: 1216ms
Name: 电竞天堂, URL: https://cntv.lat/tv/live.php?auth=231110&id=djtt, Date: 09-19-2023, Resolution: None, Response Time: 88ms
Name: 电竞天堂, URL: https://live.goodiptv.club/api/bestv.php?id=djtt8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 228ms
Name: 电竞天堂, URL: http://php.jdshipin.com:8880/bst.php?id=djtt, Date: 03-09-2024, Resolution: None, Response Time: 581ms
Name: 电竞天堂, URL: https://live.v1.mk/api/bestv.php?id=djtt8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1027ms
Name: 电竞天堂, URL: https://epg.pw/stream/b5645851073f24cd1604c935e2829bce3182da6e63fdd5e1f99fcf74f35c129d.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1105ms
Name: 电竞天堂, URL: https://epg.pw/stream/2215b58aec9e988784dc101fa6de63fde15e8d53a489b05a01c275b8b7ae4989.ctv, Date: 12-26-2023, Resolution: None, Response Time: 1105ms
Name: 青春动漫, URL: https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000, Date: 11-25-2023, Resolution: 1920x1080, Response Time: 224ms
Name: 青春动漫, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qcdm8m/8000000/mnf.m3u8, Date: 01-01-2024, Resolution: 1920x1080, Response Time: 1922ms
Name: 青春动漫, URL: https://cntv.lat/tv/live.php?auth=231110&id=qcdm, Date: 09-19-2023, Resolution: None, Response Time: 94ms
Name: 青春动漫, URL: http://php.jdshipin.com:8880/bst.php?id=qcdm, Date: 03-09-2024, Resolution: None, Response Time: 302ms
Name: 青春动漫, URL: http://php.jdshipin.com:8880/bst.php?id=qcdm8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 321ms
Name: 青春动漫, URL: https://live.v1.mk/api/bestv.php?id=qcdm8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1032ms
Name: 宝宝动画, URL: https://cntv.lat/tv/live.php?auth=231110&id=bbdh, Date: 09-19-2023, Resolution: None, Response Time: 91ms
Name: 宝宝动画, URL: http://php.jdshipin.com:8880/bst.php?id=bbdh8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 548ms
Name: 宝宝动画, URL: https://live.goodiptv.club/api/bestv.php?id=bbdh8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 688ms
Name: 宝宝动画, URL: http://php.jdshipin.com:8880/bst.php?id=bbdh, Date: 03-09-2024, Resolution: None, Response Time: 767ms
Name: 宝宝动画, URL: https://live.v1.mk/api/bestv.php?id=bbdh8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1331ms
Name: 星光影院, URL: https://cntv.lat/tv/live.php?auth=231110&id=xgyy, Date: 10-30-2023, Resolution: 1920x1080, Response Time: 88ms
Name: 星光影院, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/xgyy8m/8000000/mnf.m3u8, Date: 03-18-2024, Resolution: 1920x1080, Response Time: 1100ms
Name: 星光影院, URL: https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 196ms
Name: 星光影院, URL: http://php.jdshipin.com:8880/bst.php?id=xgyy8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 273ms
Name: 星光影院, URL: http://php.jdshipin.com:8880/bst.php?id=xgyy, Date: 03-09-2024, Resolution: None, Response Time: 276ms
Name: 星光影院, URL: http://iptva.cn/api/M3u8/Index?id=992&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 535ms
Name: 星光影院, URL: https://live.v1.mk/api/bestv.php?id=xgyy8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 602ms
Name: 星光影院, URL: http://cntv.dfkj.live/bestv.php?id=xgyy8m/8000000, Date: 11-27-2023, Resolution: None, Response Time: 1166ms
Name: 谍战剧场, URL: https://live.v1.mk/api/bestv.php?id=dzjc8m/8000000, Date: 12-12-2023, Resolution: 3840x2160, Response Time: 971ms
Name: 谍战剧场, URL: https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000, Date: 12-30-2023, Resolution: 1920x1080, Response Time: 223ms
Name: 谍战剧场, URL: https://cntv.lat/tv/live.php?auth=231110&id=dzjc, Date: 09-19-2023, Resolution: None, Response Time: 141ms
Name: 谍战剧场, URL: http://php.jdshipin.com:8880/bst.php?id=dzjc, Date: 03-09-2024, Resolution: None, Response Time: 388ms
Name: 谍战剧场, URL: http://iptva.cn/api/M3u8/Index?id=989&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 680ms
Name: 谍战剧场, URL: http://php.jdshipin.com:8880/bst.php?id=dzjc8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 736ms
Name: 谍战剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dzjc8m/8000000/mnf.m3u8, Date: 12-12-2023, Resolution: None, Response Time: 1262ms
Name: 全球大片, URL: https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000, Date: 12-12-2023, Resolution: 1920x1080, Response Time: 224ms
Name: 全球大片, URL: http://118.122.2.29:9999/hls/60/index.m3u8, Date: 03-23-2024, Resolution: 1920x1080, Response Time: 442ms
Name: 全球大片, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/qqdp8m/8000000/mnf.m3u8, Date: 03-25-2024, Resolution: 1920x1080, Response Time: 885ms
Name: 全球大片, URL: https://cntv.lat/tv/live.php?auth=231110&id=qqdp, Date: 09-19-2023, Resolution: None, Response Time: 126ms
Name: 全球大片, URL: http://php.jdshipin.com:8880/bst.php?id=qqdp8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 312ms
Name: 全球大片, URL: http://iptva.cn/api/M3u8/Index?id=991&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 530ms
Name: 全球大片, URL: https://live.v1.mk/api/bestv.php?id=qqdp8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 954ms
Name: 热门剧场, URL: https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000, Date: 11-24-2023, Resolution: 1920x1080, Response Time: 215ms
Name: 热门剧场, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/rmjc8m/8000000/mnf.m3u8, Date: 03-24-2024, Resolution: 1920x1080, Response Time: 788ms
Name: 热门剧场, URL: https://cntv.lat/tv/live.php?auth=231110&id=rmjc, Date: 11-12-2023, Resolution: 1280x720, Response Time: 143ms
Name: 热门剧场, URL: http://php.jdshipin.com:8880/bst.php?id=rmjc8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 300ms
Name: 热门剧场, URL: http://php.jdshipin.com:8880/bst.php?id=rmjc, Date: 03-09-2024, Resolution: None, Response Time: 452ms
Name: 热门剧场, URL: http://iptva.cn/api/M3u8/Index?id=990&card=99982475359, Date: 05-17-2023, Resolution: None, Response Time: 527ms
Name: 热门剧场, URL: https://live.v1.mk/api/bestv.php?id=rmjc8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 974ms
Name: 陶瓷高清, URL: https://live.goodiptv.club/api/bestv.php?id=taocihd/8000000, Date: 06-05-2023, Resolution: None, Response Time: 213ms
Name: 中国教育-1, URL: https://live.v1.mk/api/bestv.php?id=zgjy1t8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 1001ms
Name: 中国教育-4, URL: https://live.v1.mk/api/bestv.php?id=zgjy4hd8m/8000000, Date: 03-21-2023, Resolution: None, Response Time: 950ms
Name: 卡酷少儿, URL: https://live.v1.mk/api/bestv.php?id=kkse8m/8000000, Date: 11-30-2023, Resolution: 3840x2160, Response Time: 998ms
Name: 卡酷少儿, URL: http://qnap.yjnhome.com:4000/udp/239.3.1.189:8000, Date: 03-04-2024, Resolution: 1920x1080, Response Time: 945ms
Name: 卡酷少儿, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/kkse8m/8000000/mnf.m3u8, Date: 12-29-2023, Resolution: 1920x1080, Response Time: 1145ms
Name: 卡酷少儿, URL: https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 276ms
Name: 卡酷少儿, URL: http://php.jdshipin.com:8880/bst.php?id=kkse, Date: 03-09-2024, Resolution: None, Response Time: 625ms
Name: 卡酷少儿, URL: http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 637ms
Name: 卡酷少儿, URL: http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8, Date: 01-07-2023, Resolution: None, Response Time: 919ms
Name: 纪实科教, URL: https://cntv.lat/tv/live.php?auth=231110&id=bjjskj, Date: 03-15-2024, Resolution: 1920x1080, Response Time: 99ms
Name: 纪实科教, URL: http://159.75.85.63:6798, Date: 02-08-2024, Resolution: 1920x1080, Response Time: 751ms
Name: 纪实科教, URL: http://140.249.247.163/1142f717c2e0326d526ab914ec68dd30.v.smtcdns.net/t-fjnetv51.live.bestvcdn.com.cn/live/program/live/dajs8m/8000000/mnf.m3u8, Date: 01-02-2024, Resolution: 1920x1080, Response Time: 1143ms
Name: 纪实科教, URL: https://epg.pw/stream/9417c17817ddd642f0f66770eb432d03d10e39e0e6d927d71de16c53529f1013.ctv, Date: 02-15-2024, Resolution: 1920x1080, Response Time: 1304ms
Name: 纪实科教, URL: https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000, Date: 06-05-2023, Resolution: None, Response Time: 232ms
Name: 纪实科教, URL: http://php.jdshipin.com:8880/bst.php?id=hainanwshd8m/8000000, Date: 03-09-2024, Resolution: None, Response Time: 278ms
Name: 纪实科教, URL: http://php.jdshipin.com:8880/bst.php?id=bjjskj, Date: 03-09-2024, Resolution: None, Response Time: 424ms
